C9608532153343, Mohammad, mohammad739@outlook.com, 10, 1, Jerusalem, Unemployed family
C8926185885294, Ahmed, ahmed955@gmail.com, 1, 1, East Jerusalem, Child with disability
C9721889197022, Fadi, fadi601@yahoo.com, 1, 1, East Jerusalem, Elderly family member
C8666158776887, Ahmed, ahmed744@hotmail.com, 1, 1, East Jerusalem, Unemployed family
C9613102439794, Hassan, hassan364@outlook.com, 1, 1, East Jerusalem, Lost job due to crisis
C5002761151578, Sara, sara282@gmail.com, 1, 1, East Jerusalem, Medical condition in family
C1724020829197, Yousef, yousef897@gmail.com, 1, 1, East Jerusalem, Single parent household
C9408280145986, Sara, sara260@yahoo.com, 1, 1, East Jerusalem, Child with disability
C1086381671745, Sara, sara334@gmail.com, 1, 1, East Jerusalem, Parent recovering from surgery
C3942165950355, Ahmed, ahmed81@gmail.com, 1, 1, East Jerusalem, Widowed mother
C6716401223536, Omar, omar260@yahoo.com, 1, 1, East Jerusalem, Medical condition in family
C3321718978867, Amina, amina129@gmail.com, 10, 2, Jerusalem, Elderly family member
C9474210542888, Laila, laila418@outlook.com, 10, 2, Jerusalem, Child with disability
C8104072545904, Hassan, hassan760@gmail.com, 10, 2, Jerusalem, Low income family
C9767482713832, Sara, sara908@hotmail.com, 10, 2, Jerusalem, Parent recovering from surgery
C3442990223841, Laila, laila203@yahoo.com, 10, 2, Jerusalem, Lost job due to crisis
C4339726264337, Amina, amina5@outlook.com, 10, 2, Jerusalem, Parent recovering from surgery
C2536550046179, Khalid, khalid744@gmail.com, 10, 2, Jerusalem, Parent recovering from surgery
C2420450604381, Sara, sara117@hotmail.com, 10, 2, Jerusalem, Elderly family member
C4135035408036, Sara, sara443@hotmail.com, 10, 2, Jerusalem, Low income family
C7465229676362, Fatima, fatima335@yahoo.com, 10, 2, Jerusalem, Unemployed family
C5498776914446, Laila, laila145@yahoo.com, 10, 2, Jerusalem, Low income family
C5706871014530, Ahmed, ahmed789@yahoo.com, 10, 2, Jerusalem, Recent house fire
C2816468435879, Omar, omar877@hotmail.com, 10, 2, Jerusalem, Unemployed family
C2457542854548, Ahmed, ahmed374@hotmail.com, 10, 2, West Jerusalem, Widowed mother
C2232710304833, Khalid, khalid111@gmail.com, 10, 2, West Jerusalem, Low income family
C7746486616866, Yousef, yousef96@outlook.com, 10, 2, West Jerusalem, Lost job due to crisis
C5346917848392, Fadi, fadi435@outlook.com, 10, 2, West Jerusalem, Lost job due to crisis
C8860615374596, Hassan, hassan861@hotmail.com, 10, 2, West Jerusalem, Single parent household
C8589354255445, Yousef, yousef108@yahoo.com, 10, 2, West Jerusalem, Child with disability
C5216047555571, Mohammad, mohammad19@hotmail.com, 10, 2, West Jerusalem, Lost job due to crisis
C9437525133038, Yousef, yousef230@yahoo.com, 10, 2, West Jerusalem, Recent house fire
C5474695386483, Hassan, hassan735@yahoo.com, 10, 2, West Jerusalem, Widowed mother
C6190034788354, Mohammad, mohammad56@gmail.com, 10, 2, East Jerusalem, Child with disability
C4252669661049, Hassan, hassan577@outlook.com, 10, 2, East Jerusalem, Low income family
C9866731596221, Laila, laila688@hotmail.com, 10, 2, East Jerusalem, Recent house fire
C6940797319416, Yousef, yousef155@gmail.com, 10, 2, East Jerusalem, Low income family
C9838829731460, Laila, laila959@hotmail.com, 10, 2, East Jerusalem, Child with disability
C7192727956224, Yousef, yousef133@yahoo.com, 10, 2, East Jerusalem, Unemployed family
C5818251406300, Amina, amina445@hotmail.com, 10, 2, East Jerusalem, Medical condition in family
C7633585543664, Sara, sara413@hotmail.com, 10, 2, East Jerusalem, Medical condition in family
C3512255519688, Ahmed, ahmed884@hotmail.com, 10, 2, East Jerusalem, Recent house fire
C4060729015800, Amina, amina683@gmail.com, 10, 2, East Jerusalem, Widowed mother
C9092523876236, Laila, laila283@yahoo.com, 10, 2, East Jerusalem, Child with disability
C1641076667702, Laila, laila688@outlook.com, 10, 2, East Jerusalem, Medical condition in family
C4121027149812, Fatima, fatima535@hotmail.com, 10, 2, East Jerusalem, Medical condition in family
C7251150291187, Hassan, hassan79@yahoo.com, 10, 2, East Jerusalem, Widowed mother
C5169996594421, Omar, omar990@gmail.com, 10, 2, East Jerusalem, Elderly family member
C7318197140334, Laila, laila991@yahoo.com, 9, 2, Jerusalem, Parent recovering from surgery
C2922583271614, Fadi, fadi712@hotmail.com, 9, 2, Jerusalem, Single parent household
C2963677241826, Fadi, fadi764@outlook.com, 9, 2, Jerusalem, Child with disability
C7627205865722, Fadi, fadi257@gmail.com, 9, 2, Jerusalem, Child with disability
C9389170853341, Mohammad, mohammad510@outlook.com, 9, 2, Jerusalem, Elderly family member
C9129279868356, Khalid, khalid41@gmail.com, 9, 2, Jerusalem, Lost job due to crisis
C1189959803416, Amina, amina936@hotmail.com, 9, 2, Jerusalem, Low income family
C7962984790272, Mohammad, mohammad847@hotmail.com, 9, 2, Jerusalem, Recent house fire
C1588652299457, Omar, omar979@hotmail.com, 9, 2, Jerusalem, Parent recovering from surgery
C4385694992134, Hassan, hassan887@hotmail.com, 9, 2, Jerusalem, Medical condition in family
C3498607676390, Ahmed, ahmed468@gmail.com, 9, 2, Jerusalem, Unemployed family
C6223511704470, Laila, laila965@hotmail.com, 9, 2, Jerusalem, Medical condition in family
C7256542381428, Khalid, khalid326@hotmail.com, 9, 2, Jerusalem, Widowed mother
C3945348425513, Laila, laila190@gmail.com, 9, 2, Jerusalem, Low income family
C9781907573582, Yousef, yousef227@hotmail.com, 9, 2, West Jerusalem, Low income family
C9058944759530, Mohammad, mohammad539@gmail.com, 9, 2, West Jerusalem, Recent house fire
C7240506081496, Fatima, fatima477@hotmail.com, 9, 2, West Jerusalem, Recent house fire
C2524789035260, Hassan, hassan320@gmail.com, 9, 2, West Jerusalem, Parent recovering from surgery
C1028844972215, Fadi, fadi569@gmail.com, 9, 2, West Jerusalem, Elderly family member
C1024502618324, Fatima, fatima792@outlook.com, 9, 2, West Jerusalem, Single parent household
C9813266330146, Sara, sara790@gmail.com, 9, 2, West Jerusalem, Parent recovering from surgery
C5013350909123, Hassan, hassan14@yahoo.com, 9, 2, West Jerusalem, Single parent household
C5031911387862, Mohammad, mohammad311@outlook.com, 9, 2, West Jerusalem, Lost job due to crisis
C2144967237052, Fatima, fatima577@hotmail.com, 9, 2, West Jerusalem, Lost job due to crisis
C5560998588921, Sara, sara403@yahoo.com, 9, 2, West Jerusalem, Child with disability
C2998926144251, Khalid, khalid101@gmail.com, 9, 2, West Jerusalem, Low income family
C8623837117977, Omar, omar537@hotmail.com, 9, 2, East Jerusalem, Recent house fire
C7147883403335, Yousef, yousef617@outlook.com, 9, 2, East Jerusalem, Widowed mother
C5453401670476, Amina, amina689@hotmail.com, 9, 2, East Jerusalem, Widowed mother
C9857030030174, Hassan, hassan822@yahoo.com, 9, 2, East Jerusalem, Child with disability
C4858072836115, Mohammad, mohammad732@gmail.com, 9, 2, East Jerusalem, Low income family
C5686039094817, Laila, laila938@gmail.com, 9, 2, East Jerusalem, Elderly family member
C1732662487258, Fadi, fadi691@outlook.com, 9, 2, East Jerusalem, Widowed mother
C2590337752607, Fatima, fatima527@gmail.com, 9, 2, East Jerusalem, Low income family
C8057365818359, Sara, sara335@outlook.com, 9, 2, East Jerusalem, Elderly family member
C7231849381452, Omar, omar432@outlook.com, 9, 2, East Jerusalem, Low income family
C6617341553814, Fadi, fadi928@yahoo.com, 9, 2, East Jerusalem, Unemployed family
C3723789127920, Hassan, hassan838@hotmail.com, 8, 2, Jerusalem, Recent house fire
C5874893714747, Fatima, fatima873@outlook.com, 8, 2, Jerusalem, Child with disability
C7103701103062, Fatima, fatima560@hotmail.com, 8, 2, Jerusalem, Medical condition in family
C1935374686847, Laila, laila661@yahoo.com, 8, 2, Jerusalem, Single parent household
C5856359921865, Hassan, hassan851@hotmail.com, 8, 2, Jerusalem, Low income family
C3645745596132, Amina, amina744@outlook.com, 8, 2, Jerusalem, Elderly family member
C1175198683234, Mohammad, mohammad779@hotmail.com, 8, 2, Jerusalem, Elderly family member
C9530350082047, Hassan, hassan959@gmail.com, 8, 2, Jerusalem, Child with disability
C5196107656064, Fadi, fadi846@outlook.com, 8, 2, Jerusalem, Medical condition in family
C2545475724094, Ahmed, ahmed49@hotmail.com, 8, 2, Jerusalem, Elderly family member
C6004235143465, Amina, amina648@hotmail.com, 8, 2, Jerusalem, Medical condition in family
C7633363829448, Laila, laila333@hotmail.com, 8, 2, Jerusalem, Lost job due to crisis
C2902196061199, Omar, omar318@gmail.com, 8, 2, West Jerusalem, Single parent household
C4655785630674, Mohammad, mohammad863@hotmail.com, 8, 2, West Jerusalem, Single parent household
C9522989284795, Hassan, hassan616@yahoo.com, 8, 2, West Jerusalem, Unemployed family
C9798059937627, Sara, sara485@yahoo.com, 8, 2, West Jerusalem, Lost job due to crisis
C7372887705382, Laila, laila260@hotmail.com, 8, 2, West Jerusalem, Recent house fire
C6775117432941, Hassan, hassan850@outlook.com, 8, 2, West Jerusalem, Parent recovering from surgery
C9394376194040, Laila, laila186@hotmail.com, 8, 2, West Jerusalem, Widowed mother
C1199212580966, Khalid, khalid952@outlook.com, 8, 2, West Jerusalem, Parent recovering from surgery
C4148551192415, Sara, sara36@outlook.com, 8, 2, West Jerusalem, Lost job due to crisis
C8845978568384, Mohammad, mohammad382@hotmail.com, 8, 2, West Jerusalem, Medical condition in family
C3697564435805, Ahmed, ahmed774@gmail.com, 8, 2, East Jerusalem, Parent recovering from surgery
C4107853905226, Fatima, fatima406@hotmail.com, 8, 2, East Jerusalem, Elderly family member
C6797542355429, Laila, laila12@hotmail.com, 8, 2, East Jerusalem, Child with disability
C4447815627210, Mohammad, mohammad472@yahoo.com, 8, 2, East Jerusalem, Parent recovering from surgery
C9370625079180, Fatima, fatima757@hotmail.com, 8, 2, East Jerusalem, Medical condition in family
C3665827782465, Hassan, hassan491@hotmail.com, 8, 2, East Jerusalem, Medical condition in family
C5190132563329, Amina, amina653@yahoo.com, 8, 2, East Jerusalem, Elderly family member
C1510664544544, Laila, laila10@yahoo.com, 7, 2, Jerusalem, Child with disability
C7186180033591, Amina, amina128@yahoo.com, 7, 2, Jerusalem, Parent recovering from surgery
C3032537149547, Hassan, hassan849@hotmail.com, 7, 2, Jerusalem, Low income family
C1008493425887, Fatima, fatima430@yahoo.com, 7, 2, Jerusalem, Single parent household
C8077487176639, Fadi, fadi608@hotmail.com, 7, 2, Jerusalem, Low income family
C6388820419137, Fadi, fadi103@gmail.com, 7, 2, Jerusalem, Medical condition in family
C5567900860640, Ahmed, ahmed600@yahoo.com, 7, 2, Jerusalem, Low income family
C1591500551982, Sara, sara373@hotmail.com, 7, 2, Jerusalem, Medical condition in family
C4079870670134, Mohammad, mohammad377@yahoo.com, 7, 2, Jerusalem, Child with disability
C6415766975841, Fadi, fadi655@gmail.com, 7, 2, Jerusalem, Widowed mother
C2666403563030, Sara, sara905@yahoo.com, 7, 2, Jerusalem, Lost job due to crisis
C1966154414408, Sara, sara543@yahoo.com, 7, 2, Jerusalem, Recent house fire
C7003511978588, Mohammad, mohammad754@gmail.com, 7, 2, Jerusalem, Lost job due to crisis
C4091502913110, Omar, omar720@yahoo.com, 7, 2, Jerusalem, Lost job due to crisis
C8173904670655, Omar, omar889@gmail.com, 7, 2, Jerusalem, Single parent household
C6764179651031, Omar, omar708@hotmail.com, 7, 2, Jerusalem, Unemployed family
C6277477955333, Laila, laila718@gmail.com, 7, 2, Jerusalem, Low income family
C1194353832437, Fadi, fadi745@hotmail.com, 7, 2, Jerusalem, Recent house fire
C4759900333268, Ahmed, ahmed560@gmail.com, 7, 2, West Jerusalem, Low income family
C7606037318238, Amina, amina791@yahoo.com, 7, 2, West Jerusalem, Parent recovering from surgery
C8547940160876, Mohammad, mohammad707@outlook.com, 7, 2, West Jerusalem, Medical condition in family
C1265254103414, Omar, omar460@outlook.com, 7, 2, West Jerusalem, Low income family
C8459281476134, Ahmed, ahmed377@hotmail.com, 7, 2, West Jerusalem, Elderly family member
C6897612235460, Laila, laila815@hotmail.com, 7, 2, West Jerusalem, Recent house fire
C7893172075422, Mohammad, mohammad40@hotmail.com, 7, 2, West Jerusalem, Parent recovering from surgery
C5742675500247, Omar, omar771@outlook.com, 7, 2, West Jerusalem, Recent house fire
C9613668106360, Khalid, khalid858@gmail.com, 7, 2, West Jerusalem, Recent house fire
C8847403979300, Laila, laila994@hotmail.com, 7, 2, West Jerusalem, Child with disability
C1055186164273, Amina, amina269@hotmail.com, 7, 2, East Jerusalem, Elderly family member
C3671443674874, Hassan, hassan367@gmail.com, 7, 2, East Jerusalem, Child with disability
C2533498897140, Ahmed, ahmed818@gmail.com, 7, 2, East Jerusalem, Medical condition in family
C4380867962957, Sara, sara541@outlook.com, 7, 2, East Jerusalem, Elderly family member
C8899206741742, Yousef, yousef594@outlook.com, 7, 2, East Jerusalem, Unemployed family
C1638273620789, Omar, omar961@hotmail.com, 7, 2, East Jerusalem, Single parent household
C8193750951084, Omar, omar673@outlook.com, 7, 2, East Jerusalem, Lost job due to crisis
C8556546016666, Amina, amina315@gmail.com, 7, 2, East Jerusalem, Lost job due to crisis
C2504305224095, Omar, omar828@hotmail.com, 7, 2, East Jerusalem, Single parent household
C1430741568623, Sara, sara777@yahoo.com, 7, 2, East Jerusalem, Low income family
C4023282279817, Sara, sara383@yahoo.com, 7, 2, East Jerusalem, Lost job due to crisis
C2512045944629, Mohammad, mohammad71@outlook.com, 7, 2, East Jerusalem, Low income family
C6874008684175, Mohammad, mohammad886@gmail.com, 6, 2, Jerusalem, Parent recovering from surgery
C7014055442915, Fadi, fadi379@yahoo.com, 6, 2, Jerusalem, Elderly family member
C9546731696270, Ahmed, ahmed122@hotmail.com, 6, 2, Jerusalem, Recent house fire
C6480469242542, Fatima, fatima866@yahoo.com, 6, 2, Jerusalem, Medical condition in family
C9689773809525, Fadi, fadi699@outlook.com, 6, 2, Jerusalem, Lost job due to crisis
C8526109266475, Sara, sara547@gmail.com, 6, 2, Jerusalem, Widowed mother
C8387803322691, Amina, amina7@outlook.com, 6, 2, Jerusalem, Recent house fire
C9151341815165, Omar, omar507@hotmail.com, 6, 2, Jerusalem, Lost job due to crisis
C8366398510880, Yousef, yousef220@outlook.com, 6, 2, Jerusalem, Widowed mother
C2930586230191, Hassan, hassan217@yahoo.com, 6, 2, Jerusalem, Parent recovering from surgery
C3638104395707, Sara, sara616@hotmail.com, 6, 2, Jerusalem, Unemployed family
C1867529376691, Fadi, fadi921@yahoo.com, 6, 2, Jerusalem, Single parent household
C1703808648613, Laila, laila483@yahoo.com, 6, 2, Jerusalem, Single parent household
C9678761855921, Yousef, yousef606@outlook.com, 6, 2, Jerusalem, Widowed mother
C4068935044787, Fadi, fadi394@gmail.com, 6, 2, Jerusalem, Child with disability
C6549675347882, Omar, omar5@gmail.com, 6, 2, Jerusalem, Unemployed family
C9535037526203, Hassan, hassan460@gmail.com, 6, 2, West Jerusalem, Medical condition in family
C6395119621857, Hassan, hassan865@yahoo.com, 6, 2, West Jerusalem, Parent recovering from surgery
C3219687375007, Amina, amina647@yahoo.com, 6, 2, West Jerusalem, Recent house fire
C3326029415524, Sara, sara829@outlook.com, 6, 2, West Jerusalem, Recent house fire
C2893824791607, Hassan, hassan356@yahoo.com, 6, 2, West Jerusalem, Single parent household
C4845455931232, Amina, amina617@yahoo.com, 6, 2, West Jerusalem, Medical condition in family
C3172079277463, Yousef, yousef867@hotmail.com, 6, 2, West Jerusalem, Recent house fire
C8330573700628, Omar, omar351@hotmail.com, 6, 2, West Jerusalem, Widowed mother
C3425524930162, Hassan, hassan852@hotmail.com, 6, 2, East Jerusalem, Single parent household
C4187461470486, Amina, amina80@hotmail.com, 6, 2, East Jerusalem, Child with disability
C8274792221658, Sara, sara446@hotmail.com, 6, 2, East Jerusalem, Unemployed family
C4767665585916, Fatima, fatima872@gmail.com, 6, 2, East Jerusalem, Lost job due to crisis
C1129993908994, Fatima, fatima298@yahoo.com, 6, 2, East Jerusalem, Widowed mother
C2144634838426, Omar, omar289@gmail.com, 6, 2, East Jerusalem, Lost job due to crisis
C5812545246326, Yousef, yousef546@gmail.com, 6, 2, East Jerusalem, Unemployed family
C3018851251377, Hassan, hassan326@yahoo.com, 6, 2, East Jerusalem, Child with disability
C4728492908909, Mohammad, mohammad647@yahoo.com, 6, 2, East Jerusalem, Child with disability
C6021699883241, Ahmed, ahmed46@hotmail.com, 5, 2, Jerusalem, Single parent household
C6130406885296, Sara, sara812@yahoo.com, 5, 2, Jerusalem, Elderly family member
C1099627241233, Hassan, hassan582@gmail.com, 5, 2, Jerusalem, Parent recovering from surgery
C8609746466109, Laila, laila848@yahoo.com, 5, 2, Jerusalem, Single parent household
C1607399218505, Amina, amina403@yahoo.com, 5, 2, Jerusalem, Elderly family member
C2911776753309, Ahmed, ahmed999@outlook.com, 5, 2, Jerusalem, Single parent household
C7823674817062, Sara, sara449@hotmail.com, 5, 2, West Jerusalem, Low income family
C1898991186129, Fatima, fatima731@outlook.com, 5, 2, West Jerusalem, Recent house fire
C3857856250018, Ahmed, ahmed709@yahoo.com, 5, 2, West Jerusalem, Widowed mother
C3600959088819, Fadi, fadi869@hotmail.com, 5, 2, West Jerusalem, Widowed mother
C2651456955033, Yousef, yousef951@hotmail.com, 5, 2, West Jerusalem, Lost job due to crisis
C3171148625775, Fatima, fatima486@hotmail.com, 5, 2, West Jerusalem, Low income family
C2598219392012, Fatima, fatima957@outlook.com, 5, 2, West Jerusalem, Child with disability
C1098809576222, Yousef, yousef862@outlook.com, 5, 2, West Jerusalem, Recent house fire
C3792105990775, Khalid, khalid872@yahoo.com, 5, 2, East Jerusalem, Parent recovering from surgery
C8324326419940, Laila, laila660@hotmail.com, 5, 2, East Jerusalem, Single parent household
C5796001570221, Fatima, fatima960@gmail.com, 5, 2, East Jerusalem, Unemployed family
C5910688634925, Yousef, yousef150@yahoo.com, 5, 2, East Jerusalem, Widowed mother
C4288390694323, Ahmed, ahmed770@gmail.com, 5, 2, East Jerusalem, Parent recovering from surgery
C5948523217118, Omar, omar92@gmail.com, 5, 2, East Jerusalem, Elderly family member
C8406780631065, Amina, amina8@outlook.com, 5, 2, East Jerusalem, Parent recovering from surgery
C1525548536540, Laila, laila936@yahoo.com, 5, 2, East Jerusalem, Low income family
C2130126199392, Sara, sara798@yahoo.com, 5, 2, East Jerusalem, Recent house fire
C8187226477744, Yousef, yousef884@hotmail.com, 5, 2, East Jerusalem, Recent house fire
C8725968584188, Khalid, khalid630@outlook.com, 5, 2, East Jerusalem, Parent recovering from surgery
C8898023354720, Sara, sara17@outlook.com, 4, 2, Jerusalem, Single parent household
C4050111929100, Omar, omar82@hotmail.com, 4, 2, Jerusalem, Parent recovering from surgery
C8407083557007, Fatima, fatima640@yahoo.com, 4, 2, Jerusalem, Widowed mother
C6024794374116, Fadi, fadi883@outlook.com, 4, 2, Jerusalem, Medical condition in family
C7042729374746, Yousef, yousef300@outlook.com, 4, 2, Jerusalem, Low income family
C8373002868267, Amina, amina588@yahoo.com, 4, 2, Jerusalem, Elderly family member
C6133940196051, Fadi, fadi263@gmail.com, 4, 2, Jerusalem, Low income family
C3850179361118, Hassan, hassan419@gmail.com, 4, 2, Jerusalem, Single parent household
C6875423887492, Mohammad, mohammad243@hotmail.com, 4, 2, Jerusalem, Lost job due to crisis
C4731985897486, Fatima, fatima840@yahoo.com, 4, 2, Jerusalem, Parent recovering from surgery
C4914542791047, Mohammad, mohammad255@gmail.com, 4, 2, Jerusalem, Lost job due to crisis
C1751630030123, Hassan, hassan10@outlook.com, 4, 2, Jerusalem, Medical condition in family
C6231905058628, Amina, amina542@yahoo.com, 4, 2, West Jerusalem, Recent house fire
C1537838179087, Hassan, hassan390@outlook.com, 4, 2, West Jerusalem, Parent recovering from surgery
C1866354800774, Hassan, hassan38@gmail.com, 4, 2, West Jerusalem, Recent house fire
C4496104278023, Fadi, fadi947@yahoo.com, 4, 2, West Jerusalem, Parent recovering from surgery
C4872392611231, Ahmed, ahmed708@hotmail.com, 4, 2, West Jerusalem, Medical condition in family
C3360638419875, Mohammad, mohammad999@gmail.com, 4, 2, West Jerusalem, Parent recovering from surgery
C2481586363082, Mohammad, mohammad181@gmail.com, 4, 2, West Jerusalem, Parent recovering from surgery
C2954856934234, Sara, sara288@gmail.com, 4, 2, West Jerusalem, Lost job due to crisis
C7611395989515, Fatima, fatima582@gmail.com, 4, 2, West Jerusalem, Recent house fire
C2190274728884, Sara, sara662@yahoo.com, 4, 2, West Jerusalem, Lost job due to crisis
C6972317207652, Khalid, khalid43@hotmail.com, 4, 2, West Jerusalem, Elderly family member
C2150306013937, Yousef, yousef848@yahoo.com, 4, 2, West Jerusalem, Parent recovering from surgery
C8657668802725, Khalid, khalid488@gmail.com, 4, 2, East Jerusalem, Child with disability
C2774918503410, Fadi, fadi732@hotmail.com, 4, 2, East Jerusalem, Elderly family member
C8997625692618, Ahmed, ahmed724@outlook.com, 4, 2, East Jerusalem, Parent recovering from surgery
C8270066552948, Fadi, fadi457@outlook.com, 4, 2, East Jerusalem, Elderly family member
C3305142361002, Fadi, fadi179@yahoo.com, 4, 2, East Jerusalem, Child with disability
C6890508636958, Sara, sara973@yahoo.com, 4, 2, East Jerusalem, Elderly family member
C5439775690192, Fatima, fatima146@yahoo.com, 4, 2, East Jerusalem, Widowed mother
C2974880507461, Fadi, fadi125@yahoo.com, 4, 2, East Jerusalem, Widowed mother
C6129344175192, Sara, sara628@gmail.com, 4, 2, East Jerusalem, Elderly family member
C7288849589373, Sara, sara387@hotmail.com, 4, 2, East Jerusalem, Single parent household
C2546361689036, Hassan, hassan771@hotmail.com, 4, 2, East Jerusalem, Medical condition in family
C7050795565877, Fadi, fadi900@gmail.com, 4, 2, East Jerusalem, Low income family
C1967045181215, Hassan, hassan360@hotmail.com, 4, 2, East Jerusalem, Lost job due to crisis
C6584583811245, Ahmed, ahmed294@hotmail.com, 3, 2, Jerusalem, Lost job due to crisis
C7519504083627, Ahmed, ahmed690@outlook.com, 3, 2, Jerusalem, Single parent household
C8434603698687, Hassan, hassan533@gmail.com, 3, 2, Jerusalem, Lost job due to crisis
C9095898533228, Ahmed, ahmed129@yahoo.com, 3, 2, Jerusalem, Recent house fire
C5106584180212, Hassan, hassan800@yahoo.com, 3, 2, Jerusalem, Elderly family member
C3709681674007, Yousef, yousef47@gmail.com, 3, 2, Jerusalem, Child with disability
C9378044097158, Fadi, fadi660@gmail.com, 3, 2, Jerusalem, Medical condition in family
C4873329657611, Amina, amina137@hotmail.com, 3, 2, Jerusalem, Single parent household
C6440311874446, Mohammad, mohammad823@hotmail.com, 3, 2, Jerusalem, Parent recovering from surgery
C8931757332052, Khalid, khalid784@gmail.com, 3, 2, Jerusalem, Lost job due to crisis
C1619154096000, Amina, amina842@outlook.com, 3, 2, Jerusalem, Lost job due to crisis
C3448493474440, Hassan, hassan603@yahoo.com, 3, 2, Jerusalem, Single parent household
C2449973483335, Mohammad, mohammad169@yahoo.com, 3, 2, Jerusalem, Child with disability
C7877259553916, Ahmed, ahmed717@gmail.com, 3, 2, Jerusalem, Low income family
C2053255015025, Mohammad, mohammad303@gmail.com, 3, 2, Jerusalem, Unemployed family
C5234898325504, Omar, omar278@yahoo.com, 3, 2, West Jerusalem, Lost job due to crisis
C4919378086423, Amina, amina988@hotmail.com, 3, 2, West Jerusalem, Single parent household
C9622580192611, Khalid, khalid410@outlook.com, 3, 2, West Jerusalem, Lost job due to crisis
C4545926057032, Fatima, fatima224@outlook.com, 3, 2, West Jerusalem, Parent recovering from surgery
C6646291091695, Khalid, khalid312@hotmail.com, 3, 2, West Jerusalem, Parent recovering from surgery
C8400801590712, Fadi, fadi66@outlook.com, 3, 2, West Jerusalem, Medical condition in family
C6313331903033, Fatima, fatima996@gmail.com, 3, 2, West Jerusalem, Recent house fire
C6666968031925, Fadi, fadi100@gmail.com, 3, 2, West Jerusalem, Medical condition in family
C9443568854462, Omar, omar589@hotmail.com, 3, 2, West Jerusalem, Elderly family member
C2070172364475, Khalid, khalid633@hotmail.com, 3, 2, West Jerusalem, Lost job due to crisis
C2860940796294, Laila, laila384@gmail.com, 3, 2, West Jerusalem, Recent house fire
C1505283817363, Fatima, fatima447@yahoo.com, 3, 2, West Jerusalem, Child with disability
C1948193919959, Amina, amina69@gmail.com, 3, 2, West Jerusalem, Child with disability
C2064646002294, Mohammad, mohammad924@gmail.com, 3, 2, West Jerusalem, Unemployed family
C7180636993113, Omar, omar828@hotmail.com, 3, 2, West Jerusalem, Widowed mother
C5487093462610, Ahmed, ahmed960@hotmail.com, 3, 2, East Jerusalem, Medical condition in family
C2723368401074, Omar, omar922@outlook.com, 3, 2, East Jerusalem, Unemployed family
C9734610824095, Amina, amina139@outlook.com, 3, 2, East Jerusalem, Elderly family member
C4205709550118, Fadi, fadi800@hotmail.com, 3, 2, East Jerusalem, Recent house fire
C9872075200162, Ahmed, ahmed70@hotmail.com, 3, 2, East Jerusalem, Unemployed family
C2656785120357, Fatima, fatima350@hotmail.com, 3, 2, East Jerusalem, Unemployed family
C1945485463130, Laila, laila998@gmail.com, 3, 2, East Jerusalem, Parent recovering from surgery
C1615742704877, Laila, laila224@hotmail.com, 3, 2, East Jerusalem, Recent house fire
C2000449806298, Laila, laila227@hotmail.com, 3, 2, East Jerusalem, Medical condition in family
C6210773493735, Sara, sara190@hotmail.com, 2, 2, Jerusalem, Widowed mother
C9941518541333, Ahmed, ahmed277@hotmail.com, 2, 2, Jerusalem, Single parent household
C5805677450285, Ahmed, ahmed828@outlook.com, 2, 2, Jerusalem, Elderly family member
C4905740954849, Fadi, fadi429@yahoo.com, 2, 2, Jerusalem, Low income family
C1371227110637, Laila, laila114@yahoo.com, 2, 2, Jerusalem, Lost job due to crisis
C1742461682356, Hassan, hassan9@hotmail.com, 2, 2, Jerusalem, Child with disability
C3465996120672, Amina, amina396@gmail.com, 2, 2, Jerusalem, Lost job due to crisis
C1961386224923, Hassan, hassan623@gmail.com, 2, 2, Jerusalem, Low income family
C8755336557004, Omar, omar535@hotmail.com, 2, 2, Jerusalem, Single parent household
C8848500750679, Sara, sara391@gmail.com, 2, 2, Jerusalem, Lost job due to crisis
C6802115553294, Khalid, khalid180@gmail.com, 2, 2, Jerusalem, Recent house fire
C5328088341054, Amina, amina8@hotmail.com, 2, 2, Jerusalem, Recent house fire
C7443496197027, Sara, sara602@outlook.com, 2, 2, Jerusalem, Lost job due to crisis
C3785273258281, Laila, laila527@hotmail.com, 2, 2, Jerusalem, Child with disability
C8796145577831, Amina, amina956@gmail.com, 2, 2, Jerusalem, Medical condition in family
C2484266411701, Hassan, hassan64@outlook.com, 2, 2, West Jerusalem, Elderly family member
C6971402111165, Hassan, hassan360@outlook.com, 2, 2, West Jerusalem, Lost job due to crisis
C7967712636156, Omar, omar277@yahoo.com, 2, 2, West Jerusalem, Widowed mother
C2106805601367, Fatima, fatima877@outlook.com, 2, 2, West Jerusalem, Elderly family member
C5446417568733, Sara, sara433@gmail.com, 2, 2, West Jerusalem, Widowed mother
C1229957424724, Laila, laila655@yahoo.com, 2, 2, West Jerusalem, Low income family
C2230277349555, Omar, omar287@yahoo.com, 2, 2, West Jerusalem, Lost job due to crisis
C6039548893667, Ahmed, ahmed304@outlook.com, 2, 2, West Jerusalem, Low income family
C4155982479455, Mohammad, mohammad97@hotmail.com, 2, 2, West Jerusalem, Child with disability
C7169679094544, Yousef, yousef176@outlook.com, 2, 2, West Jerusalem, Child with disability
C1294663998321, Laila, laila867@yahoo.com, 2, 2, West Jerusalem, Lost job due to crisis
C1087554643435, Laila, laila788@hotmail.com, 2, 2, West Jerusalem, Child with disability
C2844968283206, Mohammad, mohammad387@yahoo.com, 2, 2, West Jerusalem, Elderly family member
